Lot.Area,Year.Built,X1st.Flr.SF,X2nd.Flr.SF,Gr.Liv.Area,Full.Bath,Half.Bath,Bedroom.AbvGr,Kitchen.AbvGr,TotRms.AbvGrd,Fireplaces,Garage.Area,Pool.Area
8918,2005,745,745,1490,2,1,3,1,7,1,392,0
12589,2005,742,742,1484,2,1,3,1,8,1,390,0
11911,2005,684,876,1560,2,1,3,1,6,1,400,0
3684,2007,1555,0,1555,2,0,2,1,7,1,660,0
3635,2007,1569,0,1569,2,0,1,1,7,1,660,0
3182,2005,1555,0,1555,2,0,2,1,7,1,430,0
3182,2005,1504,0,1504,2,0,1,1,7,1,457,0
3182,2005,1220,0,1220,2,0,2,1,5,1,397,0
3182,2005,1145,0,1145,2,0,2,1,5,1,397,0
7795,2004,716,716,1432,2,1,3,1,6,1,432,0
8068,2002,1010,1257,2267,2,1,4,1,8,1,390,0
9434,2004,744,630,1374,2,1,3,1,6,1,400,0
7984,2004,868,762,1630,2,1,3,1,7,1,436,0
7750,2002,779,640,1419,2,1,3,1,7,1,527,0
10125,2004,846,748,1594,2,1,3,1,7,1,434,0
8965,2003,806,683,1489,2,1,3,1,8,1,400,0
8174,2003,698,644,1342,2,1,3,1,7,1,393,0
5063,2007,1314,0,1314,2,0,2,1,6,1,626,0
8795,2000,980,1276,2256,2,1,4,1,8,1,554,0
12891,2002,878,1126,2004,2,1,4,1,8,1,644,0
12224,2000,1022,1032,2054,2,1,3,1,7,1,390,0
9734,2004,744,630,1374,2,1,3,1,7,0,400,0
8123,2000,1007,793,1800,2,1,3,1,7,1,463,0
8433,2000,819,695,1514,2,1,3,1,7,1,394,0
7750,1999,774,656,1430,2,1,3,1,7,1,400,0
15896,1999,1223,1089,2312,2,1,4,1,8,1,658,0
24682,1999,892,783,1675,2,1,3,1,7,1,502,0
8755,1999,1022,1038,2060,2,1,3,1,8,1,390,0
7848,1999,774,656,1430,2,1,3,1,7,1,410,0
9430,1999,1268,1097,2365,2,1,3,1,8,1,856,0
15138,1995,1490,1304,2794,2,1,4,1,9,1,810,0
12720,2000,1466,1221,2687,2,1,4,1,10,2,810,0
16545,1998,1310,1140,2450,2,1,3,1,7,1,1069,0
12203,1998,1276,1336,2612,2,1,4,1,8,1,676,0
10208,1996,1277,1067,2344,2,1,3,1,7,1,889,0
10750,1994,2063,0,2063,2,0,3,1,7,2,815,0
9900,1993,1372,1274,2646,2,1,4,1,9,1,656,0
9085,1995,1094,967,2061,2,1,3,1,7,1,647,0
11692,1993,1215,1017,2232,2,1,3,1,8,1,623,0
46589,1994,1686,762,2448,2,1,4,1,8,1,711,0
29959,1994,979,871,1850,2,1,3,1,7,1,467,0
9612,2008,1468,0,1468,2,0,3,1,6,1,898,0
11194,2008,1696,0,1696,2,0,3,1,7,0,972,0
10206,2008,1658,0,1658,2,1,3,1,7,1,726,0
9262,2008,1578,0,1578,2,0,3,1,7,1,840,0
10130,2007,1702,0,1702,2,0,3,1,7,1,844,0
9139,2006,1432,0,1432,2,0,3,1,7,1,492,0
9675,2005,1113,858,1971,2,1,3,1,8,1,689,0
11128,2005,2490,0,2490,2,0,2,1,9,2,795,0
8640,2009,932,920,1852,2,1,3,1,7,1,644,0
9000,2008,786,804,1590,2,1,3,1,6,0,676,0
7862,2009,1218,0,1218,2,0,2,1,4,0,676,0
7993,2008,1436,0,1436,2,0,3,1,6,0,529,0
8640,2009,1314,0,1314,2,0,3,1,6,0,552,0
8640,2008,1402,0,1402,2,0,3,1,7,0,625,0
12606,2007,1530,0,1530,2,0,3,1,7,1,984,0
9187,2009,1766,0,1766,2,1,2,1,7,1,478,0
7500,2006,1448,0,1448,2,0,2,1,6,1,692,0
11003,2008,1026,981,2007,2,1,3,1,10,1,812,0
10603,2006,909,886,1795,2,1,3,1,8,1,782,0
10574,2005,1082,871,1953,2,1,3,1,9,1,1043,0
8125,2006,1112,438,1550,2,0,2,1,7,0,438,0
8125,2008,1836,0,1836,2,0,3,1,8,1,517,0
10625,2006,1662,0,1662,2,0,3,1,8,1,711,0
9375,2003,912,1182,2094,2,1,4,1,8,1,615,0
7500,2004,1221,0,1221,2,0,2,1,6,0,400,0
8736,2003,1553,0,1553,2,0,3,1,6,0,588,0
8127,2003,812,841,1653,2,1,3,1,6,0,628,0
9605,2007,1218,0,1218,1,1,3,1,6,0,576,0
7500,2006,1141,0,1141,1,1,3,1,6,0,484,0
7500,2004,1158,0,1158,1,1,3,1,5,0,0,0
10628,2004,871,941,1812,2,1,3,1,8,0,478,0
10141,2004,1512,0,1512,2,0,3,1,6,0,845,0
10083,2003,1200,0,1200,2,0,2,1,5,0,555,0
13072,2004,1114,0,1114,1,1,3,1,6,0,576,0
13072,2004,1114,0,1114,1,1,3,1,6,0,0,0
12450,2003,1114,0,1114,2,0,3,1,6,0,576,0
7328,2008,1450,0,1450,2,0,2,1,6,0,788,0
11492,1996,913,1209,2122,2,1,4,1,8,1,559,0
10994,2005,1844,0,1844,2,0,2,1,7,1,620,0
8529,2001,1434,0,1434,2,0,3,1,6,1,527,0
7703,1992,833,897,1730,2,1,3,1,6,0,528,0
10762,1980,626,591,1217,1,1,3,1,6,1,288,0
7175,1990,1332,0,1332,2,0,2,1,5,0,542,0
9109,1994,754,786,1540,2,1,3,1,6,0,495,0
10274,1986,698,702,1400,2,1,3,1,6,0,465,0
8250,1981,964,918,1882,2,0,4,2,8,2,612,0
8400,1950,841,0,841,1,0,2,1,4,0,294,0
9000,1928,784,0,784,1,0,2,1,5,0,360,0
9750,1962,980,0,980,1,0,3,1,5,0,400,0
7064,1977,980,0,980,1,0,3,1,6,0,484,0
8499,1961,864,0,864,1,0,3,1,5,0,732,0
9079,1961,864,0,864,1,0,2,1,5,0,440,0
9316,1965,1020,0,1020,2,0,3,1,5,0,288,0
7791,1963,912,0,912,1,0,3,1,6,0,300,0
10000,1961,1144,0,1144,1,0,3,1,6,1,264,0
8281,1965,864,0,864,1,0,3,1,5,1,360,0
7150,1962,912,0,912,1,0,3,1,6,0,252,0
15676,1980,2014,0,2014,2,0,2,1,6,2,864,0
11949,1991,975,780,1755,2,1,3,1,7,1,524,0
2880,2004,1376,1629,3005,2,1,3,1,9,1,704,0
3951,2009,612,612,1224,2,1,2,1,4,0,528,0
3000,2009,612,612,1224,2,1,2,1,4,0,528,0
3830,2008,1726,0,1726,2,1,2,1,6,1,561,0
4217,2008,1256,0,1256,1,1,1,1,5,1,641,0
3230,1999,742,729,1471,2,1,3,1,6,0,440,0
2998,2000,756,756,1512,2,1,2,1,4,0,440,0
3768,1999,713,739,1452,2,1,3,1,6,0,506,0
2645,1999,983,756,1739,2,1,3,1,7,0,480,0
14694,1977,1694,0,1694,2,0,2,1,5,1,642,0
3782,1981,1226,0,1226,1,0,1,1,4,2,484,0
15417,1981,1740,0,1740,1,1,2,1,7,0,540,0
9600,1976,1487,1012,2499,2,1,4,1,5,1,527,0
9991,1976,1620,0,1620,2,0,3,1,8,1,490,0
11700,1968,829,727,1556,1,1,4,1,8,0,441,0
11717,1970,1442,0,1442,2,0,2,1,6,1,615,0
9156,1968,1489,0,1489,2,0,3,1,7,1,462,0
10382,1973,1107,983,2090,2,1,3,1,7,2,484,0
12732,1974,1285,782,2067,2,1,3,1,7,2,784,0
12936,1972,735,660,1395,1,1,3,1,6,1,497,0
10400,1967,1271,1369,2640,2,1,5,1,8,1,515,0
17871,1967,1724,0,1724,1,1,3,1,7,1,480,0
9600,1969,1336,0,1336,2,0,3,1,6,1,502,0
9000,1969,1216,0,1216,1,0,3,1,5,0,336,0
13774,1977,1316,972,2288,1,2,4,1,8,2,520,0
9650,1977,1334,0,1334,2,0,2,1,6,1,630,0
10140,1998,1680,0,1680,2,0,3,1,7,1,583,0
8400,2001,810,855,1665,2,1,3,1,6,0,528,0
7130,1967,864,0,864,1,0,2,1,5,0,312,0
9600,1967,1568,0,1568,1,1,3,1,7,0,440,0
9100,1965,925,0,925,1,0,2,1,5,0,429,0
9600,1974,1165,896,2061,2,1,4,1,8,1,498,0
16500,1971,1320,0,1320,2,0,3,1,5,1,495,0
9790,1967,1342,0,1342,2,0,3,1,7,1,457,0
7436,1960,894,0,894,1,0,2,1,5,1,396,0
8125,1959,864,0,864,1,0,3,1,5,0,308,0
9100,1959,864,0,864,1,0,2,1,5,0,300,0
9450,1957,1362,0,1362,1,0,3,1,6,1,768,0
13495,1956,1728,0,1728,2,0,3,1,7,1,576,0
11475,1958,1776,0,1776,2,0,4,2,9,0,888,0
10004,1964,1516,0,1516,1,1,3,1,6,0,472,0
9350,1961,1313,0,1313,1,1,3,1,6,1,610,0
10500,1964,1292,0,1292,1,1,3,1,6,2,520,0
11000,1966,1154,0,1154,1,1,3,1,6,1,480,0
8970,1965,825,1315,2140,2,1,4,1,7,1,549,0
12095,1964,1445,0,1445,1,1,3,1,7,1,645,0
9600,1959,1041,0,1041,1,0,3,1,6,0,270,0
11475,1961,1576,0,1576,1,0,4,1,7,1,368,0
9768,1955,960,0,960,1,0,2,1,5,0,330,0
5330,1940,708,0,708,1,0,2,1,5,0,0,0
7015,1950,979,224,1203,1,0,3,1,5,1,352,0
12160,1953,1505,0,1505,1,0,2,1,6,1,505,0
9900,1967,1691,0,1691,1,0,2,1,5,0,550,0
9600,1953,1644,0,1644,1,0,3,1,7,2,418,0
9600,1956,1050,0,1050,1,0,2,1,5,0,338,0
9600,1950,1112,556,1668,1,1,3,1,6,0,271,0
9600,1950,1113,0,1113,1,0,3,1,5,1,264,0
8944,1967,1584,0,1584,2,0,4,2,8,0,792,0
10573,1961,1453,0,1453,2,0,3,1,6,1,530,0
9500,1963,1394,0,1394,1,1,3,1,6,2,514,0
14695,1966,1567,0,1567,2,0,2,1,5,2,542,0
13600,1965,1186,800,1986,2,1,3,1,7,3,486,0
13000,1968,1182,960,2142,2,1,4,1,8,1,509,0
13560,1968,1392,0,1392,1,0,2,1,5,2,576,0
12513,1920,1281,457,1738,2,0,4,1,7,1,368,0
8760,1956,1144,0,1144,1,0,3,1,6,0,286,0
8400,1957,1478,0,1478,1,1,3,1,6,2,442,0
12285,1960,1329,0,1329,1,1,3,1,5,2,441,0
9240,1959,988,0,988,2,0,3,1,6,0,297,0
9600,1958,1632,0,1632,2,0,3,1,6,1,338,0
12400,1958,1215,0,1215,1,0,3,1,6,0,297,0
8750,1956,1202,0,1202,1,0,3,1,6,0,304,0
8750,1955,1382,0,1382,1,0,3,1,6,0,350,0
10400,1956,1200,0,1200,1,0,3,1,6,2,294,0
19296,1962,1382,0,1382,1,0,3,1,6,1,884,0
8532,1954,1297,0,1297,1,0,3,1,5,1,498,0
9482,1958,1866,0,1866,2,0,4,2,8,0,495,0
8128,1954,1062,0,1062,1,0,3,1,6,0,297,0
10634,1953,1319,0,1319,1,0,3,1,5,0,270,0
13070,1951,1112,0,1112,1,0,2,1,5,0,480,0
10434,1955,1005,0,1005,1,0,2,1,5,1,672,0
14559,1951,1363,0,1363,1,0,2,1,6,2,288,0
8480,1945,793,0,793,1,0,2,1,4,0,240,0
7626,1952,1031,0,1031,1,0,2,1,5,0,230,0
9533,1953,1210,0,1210,1,1,2,1,7,0,616,0
10615,1900,1014,685,1699,2,0,3,2,7,0,420,0
11419,1948,801,726,1527,1,1,3,1,6,1,410,0
9600,1950,1200,0,1200,1,0,3,1,6,0,246,0
8000,1948,972,0,972,1,0,2,1,5,1,240,0
5470,1958,792,0,792,1,0,2,1,4,0,366,0
10410,1916,808,704,1656,2,1,3,1,8,0,180,0
10800,1939,676,676,1352,2,0,4,1,7,0,720,0
8146,1900,717,322,1039,1,0,2,1,6,0,281,0
9022,1924,792,0,792,1,0,2,1,5,0,240,0
10230,1925,1078,0,1078,1,0,3,1,6,0,264,0
10410,1915,1313,0,2377,2,0,3,1,8,1,528,0
7200,1910,930,760,1690,2,0,4,1,5,0,624,0
5400,1940,599,0,599,1,0,2,1,4,0,0,0
5400,1920,840,534,1374,1,0,2,1,6,0,338,0
10800,1920,846,0,846,1,0,2,1,4,0,576,0
10800,1890,725,0,725,1,1,1,1,4,0,320,0
9671,1969,1248,1296,2544,2,2,6,2,12,0,907,0
10143,1963,1380,0,1380,1,1,3,1,6,0,364,0
11500,1967,1040,0,1040,1,0,3,1,6,1,480,0
11643,1969,1338,1296,2634,2,2,6,2,12,0,968,0
8010,1958,951,0,951,1,0,2,1,6,0,480,0
10454,1957,1105,0,1105,1,0,3,1,5,0,308,0
8712,1957,1306,0,1306,1,0,2,1,5,0,756,0
17600,1960,1478,0,1478,2,0,3,1,6,2,498,0
9000,1958,1142,0,1142,1,0,2,1,5,1,384,0
12144,1949,1036,0,1268,1,0,3,1,6,1,288,0
8544,1950,1040,0,1040,2,0,2,2,6,0,400,0
8064,1950,765,368,1133,1,0,3,1,5,0,900,0
7200,1949,1040,0,1040,2,0,2,2,6,0,420,0
7200,1950,1136,768,1904,1,1,3,1,7,0,240,0
7350,1958,1041,0,1041,1,0,3,1,6,0,294,0
7560,1958,1339,0,1339,1,0,3,1,6,0,294,0
7200,1952,732,0,732,1,0,2,1,4,0,240,0
8000,1959,1183,0,1183,1,0,3,1,6,0,288,0
7931,1959,1148,0,1148,1,0,3,1,6,0,672,0
10800,1949,832,629,1461,2,0,4,1,6,0,384,0
8064,1948,1064,0,1495,1,0,3,1,6,0,576,0
7570,1964,993,813,1806,1,1,4,1,8,0,483,0
8604,1978,941,0,941,1,0,2,1,4,0,564,0
7936,1963,1045,0,1045,1,0,3,1,6,1,264,0
6600,1962,894,0,894,1,0,2,1,5,0,308,0
3950,1926,818,406,1224,1,0,3,1,5,0,210,0
10440,1910,682,548,1230,1,1,2,1,5,0,440,0
4080,1935,861,517,1378,1,0,3,1,6,0,162,0
10307,1910,972,972,1944,2,0,4,2,12,0,324,0
5720,1941,676,455,1131,1,1,3,1,5,0,200,0
15660,1910,810,496,1306,1,1,3,1,6,0,472,0
9900,1910,764,700,1464,2,0,3,1,7,0,0,0
6406,1939,868,690,1558,1,1,3,1,7,1,400,0
6600,1892,1378,994,2372,2,0,4,2,11,0,432,0
7627,1920,1101,600,1701,2,0,4,2,8,0,0,0
7596,1952,960,1000,1960,2,0,4,2,10,0,400,0
3378,1946,707,682,1389,1,1,3,1,6,2,240,0
10134,1910,801,646,1447,1,0,3,1,6,0,0,0
6000,1953,936,0,936,1,0,2,1,4,0,576,0
6000,1950,768,560,1328,1,1,3,1,6,0,308,0
6000,1954,811,576,1387,2,0,3,2,7,0,256,0
7404,1920,861,0,861,1,0,2,1,5,0,288,0
5925,1940,612,0,612,1,0,1,1,4,0,308,0
5925,1910,600,368,968,1,0,2,1,6,0,0,0
5784,1938,886,0,886,1,0,2,1,4,0,273,0
8520,1923,792,0,792,1,0,2,1,5,0,287,0
4456,1920,736,716,1452,2,0,2,3,8,0,0,0
9600,1910,833,677,1510,2,0,3,1,7,0,720,0
3500,1947,720,564,1284,1,1,2,1,5,0,240,0
8100,1898,1075,1063,2138,2,0,2,3,11,0,360,0
11700,1880,1320,1320,2640,1,1,4,1,8,1,864,0
8400,1900,1090,917,2007,2,0,3,1,8,0,357,0
3600,1917,664,624,1288,1,0,3,1,5,1,280,0
17671,1882,916,826,1742,1,1,4,1,8,1,424,0
3300,1910,816,0,816,1,0,2,1,5,1,0,0
9000,1920,832,650,1482,1,0,3,1,7,0,324,0
7200,1910,1022,0,1022,1,0,2,1,4,0,280,0
8820,1890,1188,561,1869,1,0,2,1,7,0,456,0
5400,1920,1044,0,1480,1,0,3,1,6,0,207,0
9720,1910,780,741,1521,1,0,4,1,8,0,640,0
7879,1920,720,0,720,1,0,2,1,4,0,0,0
9392,1900,797,0,797,1,0,2,1,5,0,0,0
21384,1923,1072,504,1576,1,1,3,1,6,1,528,0
6615,1923,1432,0,1432,1,0,3,1,6,1,216,0
7264,1925,952,596,1548,2,1,3,1,5,0,672,0
4960,1930,1001,653,1654,2,0,3,1,7,1,336,0
8854,1916,952,0,952,1,0,2,1,4,1,192,0
6000,1936,757,567,1324,1,0,3,1,6,0,240,0
6000,1937,786,390,1176,1,0,2,1,4,0,624,0
6000,1925,884,464,1348,1,0,3,1,5,1,216,0
6000,1939,825,587,1412,1,0,4,1,6,1,280,0
6000,1924,822,320,1142,1,0,3,1,6,0,320,0
6000,1926,904,0,904,1,0,2,1,4,0,180,0
6911,1924,1301,0,1301,1,0,2,1,5,0,440,0
6120,1936,1067,472,1539,1,1,3,1,5,0,576,0
6120,1935,989,584,1573,1,0,3,1,6,0,240,0
6120,1936,800,0,800,1,0,1,1,4,1,0,0
6120,1931,875,0,875,1,0,2,1,5,0,180,0
6120,1925,995,0,995,1,0,2,1,5,0,264,0
6120,1938,994,588,1582,2,0,3,1,6,1,250,0
8635,1925,1072,0,1072,1,0,2,1,5,0,1184,0
11888,1916,1445,689,2134,2,0,5,1,10,0,441,0
11414,1910,1136,883,2019,1,0,3,1,8,0,532,0
8094,1915,1048,720,1768,2,0,3,1,8,0,576,0
2500,1915,916,910,1826,1,1,4,1,7,1,164,0
9928,1915,1272,672,1944,2,0,3,1,8,0,216,0
5520,1912,929,929,2229,1,0,5,1,8,0,0,0
3000,1922,1088,1040,2128,2,0,4,2,11,0,0,0
6876,1927,1146,784,1930,2,0,4,1,8,0,316,0
6240,1925,848,0,1208,1,0,2,1,5,0,539,0
5775,1915,741,686,1427,1,0,3,1,7,0,379,0
5852,1902,978,886,1864,2,1,6,1,9,0,0,0
5160,1927,1204,462,1666,1,0,3,1,4,0,384,0
5160,1923,892,0,892,1,0,1,1,5,0,0,0
10320,1915,754,649,1403,1,1,3,1,7,0,308,0
4280,1946,704,0,704,1,0,2,1,4,0,220,0
10800,1987,1200,0,1200,3,0,3,1,5,0,0,0
10800,1987,1200,0,1200,3,0,3,1,5,0,0,0
10547,1978,1152,0,1152,2,0,2,2,6,0,252,0
10020,1922,904,0,904,0,1,1,1,4,0,0,0
6629,1925,697,672,1369,2,0,3,1,6,0,300,0
9780,1934,687,425,1112,2,0,4,1,6,0,226,0
12886,1963,1464,0,1464,2,0,3,1,6,1,480,0
8816,1963,1121,0,1121,1,0,3,1,5,0,480,0
11184,1978,918,765,1683,2,1,3,1,7,1,440,0
11625,1967,1052,0,1052,1,1,3,1,6,1,668,0
7800,1967,899,0,899,1,0,3,1,5,0,288,0
8014,1978,1034,0,1034,1,0,3,1,5,1,504,0
7252,1982,858,0,858,1,0,2,1,5,0,576,0
8740,1982,860,0,860,1,0,2,1,4,0,528,0
11616,1962,1092,0,1092,1,0,3,1,6,1,288,0
15400,1961,904,611,1774,2,0,4,1,8,1,384,0
15312,1960,1138,0,1138,1,0,3,1,6,1,480,0
15584,1956,2071,0,2071,1,1,4,1,9,1,336,0
9000,1947,660,0,660,1,0,2,1,5,0,0,0
11250,1957,1104,684,1788,1,0,5,1,8,2,304,0
25095,1968,1473,0,1473,1,0,1,1,5,2,452,0
17140,1956,1229,0,1229,1,0,3,1,6,0,284,0
12342,1940,861,0,861,1,0,1,1,4,0,539,0
10708,1955,1867,0,1867,1,0,2,1,7,3,303,0
13680,1955,1733,0,1733,2,0,4,1,8,1,452,0
15635,1954,1383,0,1383,1,0,2,1,6,0,498,0
9855,1956,1689,0,1689,1,0,3,1,7,1,480,0
9571,1956,1073,0,1073,1,0,2,1,5,0,340,0
9571,1958,1276,0,1276,1,0,3,1,5,0,350,0
9350,1946,892,747,1639,1,1,3,1,6,1,240,0
9340,1941,672,0,672,1,0,2,1,4,0,234,0
7440,1954,1089,0,1089,1,0,3,1,5,1,252,0
11500,1957,845,0,845,1,0,3,1,5,0,290,0
4235,1984,1049,0,1049,2,0,2,1,5,0,266,0
11409,1949,1148,568,1716,1,1,3,1,8,1,281,0
9060,1939,698,560,1258,1,0,2,1,6,0,280,0
9084,1940,755,755,1510,1,0,4,1,7,1,296,0
10778,1990,1061,0,1061,1,1,1,1,4,0,462,0
19255,1983,1338,0,1338,1,1,2,1,5,1,576,0
12327,1983,1496,636,2132,1,1,1,1,5,1,612,0
14684,1990,2196,0,2196,2,0,3,1,7,1,701,0
9317,1993,1006,769,1775,2,1,3,1,7,1,425,0
10560,1993,1079,800,1879,2,1,3,1,8,1,473,0
9828,1995,1142,878,2020,2,1,3,1,8,1,466,0
26400,1880,1288,728,2016,1,0,4,1,7,1,576,0
7018,1979,1535,0,1535,2,0,4,2,8,0,410,0
7018,1979,1224,0,1224,0,2,2,2,6,2,528,0
7018,1979,1114,1114,2228,2,0,6,2,8,0,720,0
7018,1979,1535,0,1535,2,0,4,2,8,0,400,0
7018,1979,1535,0,1535,2,0,4,2,8,0,400,0
7018,1979,1120,1120,2240,2,0,6,2,12,0,528,0
7040,1979,1229,0,1229,0,2,2,2,6,2,672,0
7007,1979,1513,0,1513,2,0,4,2,8,0,400,0
11855,2000,1168,1619,2787,4,2,6,2,8,2,820,0
7939,2000,1168,1619,2787,4,2,6,2,8,2,820,0
7976,2000,1168,1619,2787,4,2,6,2,8,2,820,0
10933,2009,1680,0,1680,1,1,1,1,8,1,1138,0
10637,2007,1718,0,1718,2,0,3,1,7,1,826,0
10226,2008,1630,0,1630,2,0,3,1,8,1,860,0
10816,2008,1720,0,1720,2,0,3,1,8,1,846,0
9178,2008,1468,0,1468,2,0,3,1,6,1,904,0
10769,2007,866,902,1768,2,1,3,1,7,0,578,0
11422,2007,1838,0,1838,2,0,3,1,7,2,524,0
11923,2007,1800,0,1800,2,0,2,1,7,0,702,0
8814,2006,1604,0,1604,2,1,3,1,8,1,660,0
6762,2007,1290,0,1290,2,0,2,1,6,1,662,0
10324,2008,1254,0,1254,2,0,2,1,5,0,810,0
7314,2007,1232,0,1232,2,0,2,1,6,0,632,0
11645,2005,1498,0,1498,2,0,3,1,7,1,844,0
11646,2005,704,718,1422,2,1,3,1,7,1,440,0
12800,1989,1644,0,1644,2,0,2,1,5,1,569,0
16698,1992,944,815,1759,2,1,3,1,7,1,525,0
28698,1967,1160,966,2126,2,1,3,1,7,0,538,0
12464,1996,1040,0,1040,1,0,3,1,6,0,576,0
9757,1994,990,0,990,1,0,3,1,5,0,440,0
15426,1997,928,836,1764,2,1,3,1,7,0,470,0
10667,1996,827,834,1661,2,1,3,1,6,1,550,0
14753,1998,1463,0,1463,2,0,3,1,5,0,539,0
10859,1994,1097,0,1097,1,1,3,1,6,0,672,0
8072,1994,990,0,990,1,0,3,1,5,0,480,0
10400,1998,866,913,1779,2,1,3,1,6,0,546,0
10335,1999,1501,0,1501,2,0,3,1,6,0,577,0
9017,1999,1431,0,1431,2,0,3,1,6,0,666,0
8750,1998,928,844,1772,2,1,3,1,7,1,492,0
8935,2002,831,829,1660,2,1,3,1,7,0,493,0
9808,2002,1573,0,1573,2,0,3,1,6,0,544,0
12420,2001,944,896,1840,2,1,3,1,6,0,622,0
16285,2001,1430,0,1430,2,0,3,1,6,0,605,0
10739,2002,1444,0,1444,2,0,3,1,6,0,577,0
11166,2001,1492,0,1492,2,0,3,1,6,1,608,0
8430,1978,1040,0,1040,2,0,3,1,5,0,0,0
16269,1978,907,0,907,1,0,3,1,5,0,343,0
6950,1979,914,0,914,1,0,2,1,5,0,444,0
8800,1977,1040,0,1040,2,0,3,1,5,0,484,0
7000,1978,864,0,864,1,0,3,1,6,0,336,0
9286,1977,1268,0,1268,1,1,3,1,5,0,252,0
15523,1972,864,0,864,1,0,3,1,5,1,338,0
7200,1972,894,0,894,1,0,2,1,6,0,600,0
7200,1972,768,0,768,1,0,2,1,5,0,396,0
8445,1972,768,0,768,1,0,2,1,5,0,396,0
11664,2002,1611,0,1611,2,0,3,1,6,0,1231,0
12334,2003,1068,1116,2184,2,1,4,1,8,1,570,0
11838,2001,1788,0,1788,2,0,3,1,7,1,522,0
11885,2001,1299,573,1872,2,1,3,1,7,1,531,0
11050,2000,1476,677,2153,2,1,3,1,8,2,736,0
8749,2002,840,885,1725,2,1,3,1,6,0,550,0
11250,2001,944,926,1870,2,1,3,1,6,0,608,0
15750,1999,1513,0,1513,2,0,2,1,5,1,521,0
11883,1996,1504,0,1504,2,0,3,1,6,1,478,0
12782,2002,1828,0,1828,2,0,3,1,7,1,523,0
8750,1997,1417,0,1417,2,0,3,1,7,1,511,0
9375,1997,1057,977,2034,2,1,3,1,8,0,645,0
8750,1996,909,807,1716,2,1,2,1,7,1,512,0
9100,2001,1212,0,1212,2,0,3,1,6,0,573,0
9750,2000,1630,0,1630,2,0,3,1,6,1,451,0
4435,2003,848,0,848,1,0,1,1,4,0,420,0
4435,2003,848,0,848,1,0,1,1,4,0,420,0
10200,2007,1602,0,1602,2,0,3,1,7,1,810,0
9313,2004,864,864,1728,2,1,3,1,7,0,572,0
8487,2004,1500,0,1500,2,0,3,1,6,0,570,0
8633,2005,738,738,1476,2,1,3,1,7,0,540,0
11069,2007,608,788,1396,2,1,3,1,6,1,440,0
8777,1949,1126,0,1126,2,0,2,1,5,0,520,0
9937,1964,1486,0,1486,1,0,3,1,7,0,480,0
8877,1938,816,0,816,1,0,2,1,3,1,288,0
7301,2003,495,1427,1922,3,0,4,1,7,1,672,0
7950,1977,698,728,1426,1,1,3,1,6,0,440,0
10682,1960,1149,0,1149,1,0,3,1,7,0,544,0
7200,1976,1125,0,1125,1,0,3,1,6,1,352,0
13286,2007,1698,0,1698,2,0,3,1,8,1,768,0
3675,2005,1072,0,1072,1,0,2,1,5,0,525,0
9405,1947,698,0,698,1,0,2,1,4,0,0,0
6410,1959,876,0,876,1,0,3,1,5,0,320,0
11767,1950,1368,0,1368,1,0,3,1,6,0,195,0
8405,1945,1088,441,1529,2,0,4,1,9,0,240,0
4060,1922,864,0,864,1,0,2,1,4,0,0,0
10206,1952,944,0,944,1,0,2,1,4,0,528,0
10926,1959,1678,0,1678,2,0,6,2,10,0,0,0
11767,1956,1560,0,1560,1,0,2,1,7,1,313,0
8926,1956,960,0,960,1,0,3,1,5,0,288,0
12354,1920,684,512,1196,1,0,3,1,7,0,528,0
8212,1941,854,444,1298,1,0,3,1,6,2,256,0
10998,1941,984,620,1604,2,0,3,1,6,0,660,0
6300,1938,832,436,1268,1,1,3,1,7,2,250,0
4500,1932,848,672,1520,1,0,3,1,6,0,281,0
8400,1920,438,0,438,1,0,1,1,3,0,246,0
9900,1940,944,545,1489,2,0,3,1,7,1,240,0
15863,1920,1687,998,3082,2,1,5,1,12,2,672,0
5707,1935,647,595,1242,1,1,3,1,6,1,180,0
7804,1928,1328,653,1981,2,0,4,1,7,2,576,0
8574,1916,1232,0,1232,1,0,3,1,6,1,440,0
6171,1925,1160,448,1608,2,1,3,1,7,1,216,0
7200,1936,575,560,1135,1,0,3,1,6,0,576,0
7558,1928,1172,741,1913,1,1,3,1,9,1,342,0
6292,1928,877,600,1477,2,0,3,1,6,1,216,0
7155,1918,628,600,1228,1,0,3,1,6,1,215,0
10918,1926,1276,804,2080,1,1,3,1,9,2,282,0
13680,1940,840,727,1567,1,1,2,1,6,2,440,0
7500,1942,753,741,1494,1,0,3,1,7,2,213,0
9600,1940,976,332,1308,1,1,2,1,7,2,256,0
14680,1960,1273,0,1273,1,0,2,1,5,0,307,0
13360,1921,964,0,964,1,0,2,1,5,0,432,0
7681,1921,820,523,1343,1,1,3,1,7,1,186,0
8145,1940,1240,1240,2480,2,1,5,2,13,2,400,0
9100,1954,1112,0,1112,1,0,2,1,6,1,390,0
12000,1941,860,704,1564,1,1,3,1,7,1,234,0
13339,1960,1561,0,1561,2,0,3,1,6,1,463,0
15600,1949,986,537,1523,2,0,3,1,7,1,295,0
14000,1950,1152,0,1152,1,0,3,1,6,1,300,0
17500,1954,1906,0,1906,1,1,3,1,6,2,576,0
1733,1980,516,516,1032,1,0,2,1,5,1,452,0
1488,1980,561,668,1229,1,1,2,1,5,1,462,0
1612,1980,561,668,1229,1,1,2,1,5,1,462,0
