price,MS.Zoning,Lot.Area,Utilities,Bldg.Type,House.Style,Overall.Qual,Overall.Cond,Year.Built,Year.Remod.Add,Exterior.1st,Exter.Qual,Exter.Cond,Foundation,BsmtFin.Type.1,BsmtFin.SF.1,Total.Bsmt.SF,Heating,Heating.QC,Central.Air,Electrical,X1st.Flr.SF,X2nd.Flr.SF,Full.Bath,Half.Bath,Bedroom.AbvGr,Kitchen.AbvGr,Kitchen.Qual,TotRms.AbvGrd,Garage.Type,Garage.Cars,Garage.Area,Garage.Qual,Wood.Deck.SF,Fence
287090,5,9262,4,0,2,8,5,2008,2009,5,4,3,2,1,0.0,1573.0,1,5,1,5,1578,0,2,0,3,1,5,7,1,3.0,840.0,3,0,0
275500,5,10130,4,0,2,8,5,2007,2007,13,4,3,2,6,1294.0,1702.0,1,5,1,5,1702,0,2,0,3,1,4,7,1,3.0,844.0,3,0,0
245000,5,9139,4,0,2,8,5,2006,2006,13,4,3,2,6,379.0,1422.0,1,5,1,5,1432,0,2,0,3,1,4,7,1,2.0,492.0,3,297,0
253000,5,9675,4,0,5,7,5,2005,2005,13,4,3,2,6,341.0,1113.0,1,5,1,5,1113,858,2,1,3,1,4,8,1,2.0,689.0,3,0,0
468000,5,11128,4,0,2,9,5,2005,2006,13,5,3,2,6,2158.0,2458.0,1,5,1,5,2490,0,2,0,2,1,5,9,1,3.0,795.0,3,70,4
252678,2,8640,4,0,5,7,5,2009,2009,13,3,3,2,6,822.0,900.0,1,5,1,5,932,920,2,1,3,1,4,7,1,2.0,644.0,3,168,0
210000,2,9000,4,0,5,8,5,2008,2008,13,4,3,2,1,0.0,768.0,1,5,1,5,786,804,2,1,3,1,4,6,1,2.0,676.0,3,0,0
208300,2,7862,4,0,2,6,5,2009,2009,13,4,3,2,6,27.0,1218.0,1,5,1,5,1218,0,2,0,2,1,4,4,1,2.0,676.0,3,0,0
225000,2,7993,4,0,2,7,5,2008,2009,13,4,3,2,1,0.0,1436.0,1,5,1,5,1436,0,2,0,3,1,4,6,1,2.0,529.0,3,0,0
229456,2,8640,4,0,2,8,5,2009,2009,5,4,3,2,6,936.0,1300.0,1,5,1,5,1314,0,2,0,3,1,4,6,1,2.0,552.0,3,135,0
229800,2,8640,4,0,2,7,5,2008,2008,13,4,3,2,1,0.0,1402.0,1,5,1,5,1402,0,2,0,3,1,4,7,1,2.0,625.0,3,205,0
250000,2,12606,4,0,2,9,5,2007,2008,13,4,3,2,1,0.0,1530.0,1,5,1,5,1530,0,2,0,3,1,4,7,1,3.0,984.0,3,212,0
370878,2,9187,4,0,2,9,5,2009,2009,5,5,3,2,6,1121.0,1766.0,1,5,1,5,1766,0,2,1,2,1,5,7,1,3.0,478.0,3,195,0
238500,2,7500,4,0,2,8,5,2006,2007,13,4,3,2,6,24.0,1372.0,1,5,1,5,1448,0,2,0,2,1,4,6,1,2.0,692.0,3,0,0
310000,2,11003,4,0,5,10,5,2008,2008,13,5,3,2,6,765.0,1017.0,1,5,1,5,1026,981,2,1,3,1,5,10,1,3.0,812.0,3,168,0
270000,2,10603,4,0,5,8,5,2006,2006,13,4,3,2,6,682.0,900.0,1,5,1,5,909,886,2,1,3,1,4,8,1,3.0,782.0,3,168,0
252000,2,10574,4,0,5,8,5,2005,2006,13,4,3,2,1,0.0,1082.0,1,5,1,5,1082,871,2,1,3,1,4,9,1,3.0,1043.0,3,160,0
241000,2,8125,4,0,5,7,5,2006,2007,5,4,3,2,6,812.0,1092.0,1,5,1,5,1112,438,2,0,2,1,4,7,1,2.0,438.0,3,0,0
264500,2,8125,4,0,2,8,5,2008,2009,13,4,3,2,1,0.0,1836.0,1,5,1,5,1836,0,2,0,3,1,4,8,1,2.0,517.0,3,0,0
291000,2,10625,4,0,2,7,5,2006,2007,13,4,3,2,6,1430.0,1652.0,1,5,1,5,1662,0,2,0,3,1,5,8,1,3.0,711.0,3,168,0
263000,2,9375,4,0,5,7,5,2003,2004,13,4,3,2,1,0.0,912.0,1,5,1,5,912,1182,2,1,4,1,4,8,3,2.0,615.0,3,182,0
185000,2,7500,4,0,2,7,5,2004,2005,13,4,3,2,6,410.0,1221.0,1,5,1,5,1221,0,2,0,2,1,4,6,1,2.0,400.0,3,0,0
234500,2,8736,4,0,2,7,5,2003,2004,13,4,3,2,6,771.0,1553.0,1,5,1,5,1553,0,2,0,3,1,4,6,1,2.0,588.0,3,192,0
209000,2,8127,4,0,5,7,5,2003,2003,13,4,3,2,6,410.0,812.0,1,5,1,5,812,841,2,1,3,1,4,6,1,2.0,628.0,3,0,0
159000,5,9605,4,0,2,7,6,2007,2007,13,4,3,2,1,0.0,1218.0,1,5,1,5,1218,0,1,1,3,1,4,6,5,2.0,576.0,3,0,0
152000,5,7500,4,0,2,7,5,2006,2006,13,4,3,2,6,54.0,1141.0,1,5,1,5,1141,0,1,1,3,1,4,6,5,2.0,484.0,3,182,0
143500,5,7500,4,0,2,6,5,2004,2004,13,3,3,2,1,0.0,1158.0,1,5,1,5,1158,0,1,1,3,1,4,5,6,0.0,0.0,0,0,0
193000,5,10628,4,0,5,7,5,2004,2004,13,4,3,2,1,0.0,835.0,1,5,1,5,871,941,2,1,3,1,4,8,3,2.0,478.0,3,146,0
203000,5,10141,4,0,2,8,5,2004,2004,13,4,3,2,4,516.0,1512.0,1,5,1,5,1512,0,2,0,3,1,4,6,1,3.0,845.0,3,210,0
184900,5,10083,4,0,2,7,5,2003,2003,13,4,3,2,6,833.0,1176.0,1,5,1,5,1200,0,2,0,2,1,4,5,1,2.0,555.0,3,0,0
159000,5,13072,4,0,2,7,5,2004,2005,13,4,3,2,1,0.0,1114.0,1,5,1,5,1114,0,1,1,3,1,4,6,5,2.0,576.0,3,248,0
142000,5,13072,4,0,2,5,5,2004,2004,13,3,3,2,1,0.0,1114.0,1,5,1,5,1114,0,1,1,3,1,4,6,6,0.0,0.0,0,0,0
153000,5,12450,4,0,2,5,5,2003,2004,13,3,3,2,6,836.0,1114.0,1,5,1,5,1114,0,2,0,3,1,4,6,5,2.0,576.0,3,0,0
224243,5,7328,4,0,2,7,5,2008,2009,13,4,3,2,1,0.0,1450.0,1,5,1,5,1450,0,2,0,2,1,4,6,1,3.0,788.0,3,0,0
220000,5,11492,4,0,5,7,5,1996,1997,13,4,3,2,6,637.0,913.0,1,5,1,5,913,1209,2,1,4,1,4,8,1,2.0,559.0,3,0,0
257000,5,10994,4,0,2,8,5,2005,2006,13,4,3,2,6,976.0,1844.0,1,5,1,5,1844,0,2,0,2,1,4,7,1,2.0,620.0,3,165,0
189000,5,8529,4,0,2,7,5,2001,2001,13,4,3,2,6,20.0,1454.0,1,5,1,5,1434,0,2,0,3,1,4,6,1,2.0,527.0,3,290,0
171500,5,7703,4,0,5,6,6,1992,1992,6,4,4,2,6,52.0,816.0,1,5,1,5,833,897,2,1,3,1,4,6,1,2.0,528.0,3,0,0
120000,5,10762,4,4,5,6,6,1980,1980,9,3,3,1,1,0.0,626.0,1,3,1,5,626,591,1,1,3,1,3,6,1,1.0,288.0,3,0,0
145000,5,7175,4,4,2,6,5,1990,1991,9,4,3,2,1,0.0,1332.0,1,4,1,5,1332,0,2,0,2,1,4,5,1,2.0,542.0,3,0,0
184000,5,9109,4,0,5,7,5,1994,1994,13,4,3,2,2,36.0,754.0,1,5,1,5,754,786,2,1,3,1,4,6,1,2.0,495.0,3,140,0
162000,5,10274,4,0,5,6,7,1986,1986,13,3,4,1,3,331.0,676.0,1,3,1,5,698,702,2,1,3,1,3,6,1,2.0,465.0,3,0,0
160000,5,8250,4,2,5,6,7,1981,1981,14,3,3,3,0,0.0,0.0,1,3,1,5,964,918,2,0,4,2,3,8,1,2.0,612.0,3,0,0
82000,4,8400,4,0,2,4,4,1950,1950,14,2,2,1,1,0.0,721.0,1,4,1,5,841,0,1,0,2,1,3,4,4,1.0,294.0,3,250,0
76000,4,9000,4,0,1,6,3,1928,1950,14,3,3,0,1,0.0,784.0,1,3,0,4,784,0,1,0,2,1,3,5,5,2.0,360.0,2,0,0
110000,5,9750,4,0,2,5,5,1962,1962,6,3,3,1,2,68.0,980.0,1,4,1,5,980,0,1,0,3,1,3,5,5,2.0,400.0,3,0,3
135000,5,7064,4,0,2,5,6,1977,1977,9,3,3,1,4,560.0,980.0,1,3,1,5,980,0,1,0,3,1,3,6,5,2.0,484.0,3,192,0
141000,5,8499,4,0,2,5,6,1961,1961,8,3,3,1,6,660.0,864.0,1,5,1,5,864,0,1,0,3,1,3,5,5,2.0,732.0,3,0,0
122000,5,9079,4,0,2,5,5,1961,1961,14,3,3,1,4,864.0,864.0,1,3,1,5,864,0,1,0,2,1,3,5,1,1.0,440.0,3,158,0
124100,5,9316,4,0,2,5,5,1965,1965,6,3,3,1,3,544.0,1024.0,1,4,1,5,1020,0,2,0,3,1,3,5,1,1.0,288.0,3,171,3
129000,5,7791,4,0,2,5,8,1963,1995,9,4,4,1,5,624.0,912.0,1,5,1,5,912,0,1,0,3,1,4,6,1,1.0,300.0,3,0,2
131400,5,10000,4,0,2,5,6,1961,1983,6,3,3,1,4,594.0,864.0,1,5,1,5,1144,0,1,0,3,1,3,6,1,1.0,264.0,3,165,2
62383,5,8281,4,0,2,5,5,1965,1965,8,3,3,1,3,553.0,864.0,1,4,1,5,864,0,1,0,3,1,3,5,5,1.0,360.0,3,0,2
123000,5,7150,4,0,2,5,6,1962,1962,13,3,3,1,2,140.0,912.0,1,4,1,5,912,0,1,0,3,1,3,6,1,1.0,252.0,3,0,0
275000,5,15676,4,0,2,8,8,1980,1980,13,4,4,1,5,1733.0,2014.0,1,4,1,5,2014,0,2,0,2,1,4,6,1,3.0,864.0,3,462,3
235000,5,11949,4,0,5,7,8,1991,2008,13,4,4,2,6,601.0,975.0,1,5,1,5,975,780,2,1,3,1,4,7,1,2.0,524.0,3,502,4
280750,2,2880,4,3,5,7,5,2004,2005,8,4,3,2,1,0.0,1376.0,1,5,1,5,1376,1629,2,1,3,1,4,9,3,3.0,704.0,3,0,0
164500,2,3951,4,4,5,6,5,2009,2009,13,4,3,2,1,0.0,612.0,1,5,1,5,612,612,2,1,2,1,4,4,5,2.0,528.0,3,0,0
173733,2,3000,4,4,5,6,5,2009,2009,13,4,3,2,6,294.0,612.0,1,5,1,5,612,612,2,1,2,1,4,4,5,2.0,528.0,3,0,0
222000,2,3830,4,4,2,6,5,2008,2008,13,4,3,2,1,0.0,1726.0,1,5,1,5,1726,0,2,1,2,1,4,6,1,2.0,561.0,3,0,0
195000,2,4217,4,4,2,6,5,2008,2008,13,4,3,2,6,962.0,1145.0,1,5,1,5,1256,0,1,1,1,1,4,5,1,2.0,641.0,3,0,0
172500,2,3230,4,4,5,6,5,1999,1999,8,3,3,2,6,381.0,729.0,1,4,1,5,742,729,2,1,3,1,3,6,5,2.0,440.0,3,0,0
180000,2,2998,4,4,5,6,5,2000,2000,8,4,3,2,6,507.0,756.0,1,5,1,5,756,756,2,1,2,1,4,4,5,2.0,440.0,3,0,0
156000,2,3768,4,4,5,7,5,1999,1999,8,4,3,2,6,549.0,691.0,1,5,1,5,713,739,2,1,3,1,4,6,5,2.0,506.0,3,0,0
172500,2,2645,4,3,5,8,5,1999,2000,8,4,3,2,6,649.0,970.0,1,5,1,5,983,756,2,1,3,1,4,7,1,2.0,480.0,3,115,0
318750,5,14694,4,0,2,8,9,1977,2008,8,5,5,1,6,1252.0,1694.0,1,5,1,5,1694,0,2,0,2,1,5,5,1,2.0,642.0,3,501,0
211500,5,3782,4,4,2,8,5,1981,1981,14,4,3,1,6,960.0,1226.0,1,3,1,5,1226,0,1,0,1,1,4,4,1,2.0,484.0,3,133,0
241600,5,15417,4,0,2,7,5,1981,1981,3,4,3,1,2,121.0,1740.0,1,3,1,5,1740,0,1,1,2,1,4,7,1,2.0,540.0,3,228,0
180500,5,9600,4,0,7,8,5,1976,1976,9,4,4,1,1,0.0,392.0,1,5,1,5,1487,1012,2,1,4,1,3,5,1,2.0,527.0,3,0,0
150000,5,9991,4,0,2,4,4,1976,1993,9,3,3,1,4,1116.0,1281.0,1,5,1,5,1620,0,2,0,3,1,3,8,1,2.0,490.0,3,120,2
154000,5,11700,4,0,5,6,6,1968,1968,8,3,3,1,3,298.0,727.0,1,5,1,5,829,727,1,1,4,1,3,8,1,2.0,441.0,3,0,0
185000,5,11717,4,0,2,6,6,1970,1970,6,3,3,1,1,0.0,1442.0,1,3,1,5,1442,0,2,0,2,1,3,6,1,2.0,615.0,3,371,0
185750,5,9156,4,0,2,6,7,1968,1968,3,3,3,1,1,0.0,1489.0,1,4,1,5,1489,0,2,0,3,1,4,7,1,2.0,462.0,3,0,0
200000,5,10382,4,0,5,7,6,1973,1973,6,3,3,1,5,859.0,1107.0,1,5,1,5,1107,983,2,1,3,1,3,7,1,2.0,484.0,3,235,0
206000,5,12732,4,0,5,7,6,1974,1974,13,3,3,1,6,560.0,752.0,1,3,1,5,1285,782,2,1,3,1,4,7,1,2.0,784.0,3,297,0
162000,5,12936,4,0,5,6,6,1972,1972,6,3,3,1,4,593.0,723.0,1,3,1,5,735,660,1,1,3,1,3,6,1,2.0,497.0,3,294,0
256900,5,10400,4,0,5,6,7,1967,1997,8,3,3,2,1,0.0,932.0,1,4,1,5,1271,1369,2,1,5,1,4,8,1,2.0,515.0,3,0,0
197900,5,17871,4,0,7,6,5,1967,1976,6,3,3,1,5,528.0,1680.0,1,2,1,5,1724,0,1,1,3,1,3,7,1,2.0,480.0,3,0,0
163000,5,9600,4,0,2,5,5,1969,1969,6,3,3,1,5,553.0,1288.0,1,3,1,5,1336,0,2,0,3,1,3,6,1,2.0,502.0,3,312,0
113000,5,9000,4,0,2,6,5,1969,1969,6,3,3,1,4,955.0,1216.0,1,3,1,5,1216,0,1,0,3,1,3,5,1,1.0,336.0,3,0,3
230000,5,13774,4,0,5,7,7,1977,1992,6,3,4,2,6,432.0,908.0,1,5,1,5,1316,972,1,2,4,1,4,8,1,2.0,520.0,3,321,0
167900,5,9650,4,0,2,6,5,1977,1977,9,3,3,1,5,686.0,1350.0,1,3,1,5,1334,0,2,0,2,1,3,6,1,2.0,630.0,3,0,0
213250,5,10140,4,0,2,7,5,1998,1999,13,4,3,2,2,144.0,1650.0,1,5,1,5,1680,0,2,0,3,1,4,7,1,2.0,583.0,3,78,0
227000,5,8400,4,0,5,8,6,2001,2001,13,4,3,2,6,643.0,810.0,1,5,1,5,810,855,2,1,3,1,4,6,1,2.0,528.0,3,0,0
130000,5,7130,4,0,2,5,6,1967,1967,6,3,3,2,4,648.0,864.0,1,3,1,5,864,0,1,0,2,1,3,5,1,1.0,312.0,3,0,4
143000,5,9600,4,0,2,5,5,1967,1967,6,3,3,1,1,0.0,1568.0,1,3,1,5,1568,0,1,1,3,1,3,7,1,2.0,440.0,3,160,0
117500,5,9100,4,0,2,5,6,1965,1965,13,3,3,1,4,338.0,925.0,1,5,1,5,925,0,1,0,2,1,3,5,5,1.0,429.0,3,0,2
168500,5,9600,4,0,5,7,5,1974,1974,9,3,3,1,5,698.0,1165.0,1,4,1,5,1165,896,2,1,4,1,3,8,1,2.0,498.0,3,0,0
172500,5,16500,4,0,6,6,5,1971,1971,6,3,3,1,6,962.0,1232.0,1,2,1,5,1320,0,2,0,3,1,3,5,1,2.0,495.0,3,0,0
161500,5,9790,4,0,2,6,5,1967,1967,3,3,3,1,3,251.0,1372.0,1,3,1,5,1342,0,2,0,3,1,3,7,1,2.0,457.0,3,0,0
141500,5,7436,4,0,2,4,7,1960,1960,13,3,3,1,5,734.0,894.0,1,4,1,5,894,0,1,0,2,1,3,5,5,2.0,396.0,3,0,2
118000,5,8125,4,0,2,5,7,1959,1959,8,3,3,1,4,403.0,864.0,1,5,1,5,864,0,1,0,3,1,3,5,5,1.0,308.0,3,0,0
127500,5,9100,4,0,2,6,6,1959,1959,14,3,3,1,3,612.0,864.0,1,5,1,5,864,0,1,0,2,1,3,5,5,1.0,300.0,5,0,0
140000,5,9450,4,0,2,4,5,1957,1957,14,3,3,1,4,775.0,1040.0,1,3,1,5,1362,0,1,0,3,1,3,6,1,3.0,768.0,3,0,3
177625,5,13495,4,0,2,5,6,1956,1956,14,3,4,1,4,625.0,1048.0,1,2,1,5,1728,0,2,0,3,1,3,7,5,2.0,576.0,3,0,0
110000,5,11475,4,2,2,5,5,1958,1958,13,3,3,1,1,0.0,1584.0,1,3,1,5,1776,0,2,0,4,2,3,9,5,3.0,888.0,3,0,0
167000,5,10004,4,0,2,6,6,1964,1964,6,3,3,1,3,196.0,1516.0,1,3,1,5,1516,0,1,1,3,1,3,6,1,2.0,472.0,3,0,0
153000,5,9350,4,0,2,5,6,1961,1995,14,3,3,1,5,310.0,1313.0,1,3,1,5,1313,0,1,1,3,1,4,6,1,2.0,610.0,3,172,3
145100,5,10500,4,0,2,5,5,1964,1964,6,3,4,1,2,998.0,1292.0,1,3,1,5,1292,0,1,1,3,1,3,6,5,2.0,520.0,3,0,0
154000,5,11000,4,0,2,5,6,1966,1966,9,3,3,1,4,740.0,1154.0,1,5,1,5,1154,0,1,1,3,1,3,6,1,2.0,480.0,3,0,3
177500,5,8970,4,0,5,5,6,1965,1965,8,3,4,1,5,388.0,744.0,1,3,1,5,825,1315,2,1,4,1,3,7,1,2.0,549.0,3,0,3
158000,5,12095,4,0,7,6,6,1964,1964,8,3,4,1,3,564.0,1127.0,1,3,1,5,1445,0,1,1,3,1,3,7,1,2.0,645.0,3,180,3
124500,5,9600,4,0,2,5,6,1959,1959,8,3,3,1,5,991.0,1041.0,1,5,1,5,1041,0,1,0,3,1,3,6,1,1.0,270.0,3,224,3
174500,5,11475,4,0,7,6,6,1961,1961,6,3,3,1,5,568.0,1208.0,1,5,1,5,1576,0,1,0,4,1,4,7,3,2.0,368.0,3,85,0
122000,5,9768,4,0,2,5,5,1955,1955,14,3,3,1,3,100.0,960.0,1,4,1,5,960,0,1,0,2,1,3,5,1,1.0,330.0,3,0,3
82500,5,5330,4,0,2,4,7,1940,1950,13,2,3,1,2,280.0,420.0,1,4,1,5,708,0,1,0,2,1,2,5,6,0.0,0.0,0,164,0
110000,5,7015,4,0,0,5,4,1950,1950,8,3,3,1,2,185.0,709.0,1,3,1,5,979,224,1,0,3,1,4,5,5,1.0,352.0,3,0,0
149500,5,12160,4,0,2,6,4,1953,1953,14,3,3,1,4,1024.0,1505.0,1,5,1,5,1505,0,1,0,2,1,3,6,1,2.0,505.0,3,0,0
175000,5,9900,4,0,2,6,5,1967,1967,2,4,3,1,3,1173.0,1680.0,1,3,1,5,1691,0,1,0,2,1,3,5,1,2.0,550.0,4,0,3
167000,5,9600,4,0,2,6,5,1953,1953,6,3,3,1,6,1285.0,1416.0,1,3,1,5,1644,0,1,0,3,1,3,7,1,2.0,418.0,3,110,0
128900,5,9600,4,0,2,5,6,1956,1956,8,3,3,1,3,504.0,1050.0,1,4,1,5,1050,0,1,0,2,1,3,5,1,1.0,338.0,3,0,0
140000,5,9600,4,0,0,6,8,1950,2005,13,3,4,1,4,120.0,856.0,1,5,1,5,1112,556,1,1,3,1,3,6,1,1.0,271.0,3,0,3
147000,5,9600,4,0,2,5,7,1950,2007,8,4,3,1,5,607.0,1113.0,1,4,1,5,1113,0,1,0,3,1,4,5,1,1.0,264.0,3,0,0
124000,5,8944,4,2,2,5,5,1967,1967,9,3,3,1,1,0.0,1584.0,1,3,1,5,1584,0,2,0,4,2,3,8,5,3.0,792.0,3,0,0
187500,5,10573,4,0,2,6,6,1961,1961,8,3,3,1,3,1312.0,1453.0,1,5,1,5,1453,0,2,0,3,1,3,6,1,2.0,530.0,3,0,4
159000,5,9500,4,0,2,6,5,1963,1963,9,3,3,1,4,609.0,1394.0,1,4,1,5,1394,0,1,1,3,1,3,6,1,2.0,514.0,3,0,0
256000,5,14695,4,0,2,6,8,1966,2008,8,3,4,1,5,1387.0,1562.0,1,4,1,5,1567,0,2,0,2,1,4,5,1,2.0,542.0,3,0,2
205000,5,13600,4,0,5,7,6,1965,1990,6,3,3,1,4,454.0,768.0,1,3,1,5,1186,800,2,1,3,1,3,7,1,2.0,486.0,3,0,0
193500,5,13000,4,0,5,6,6,1968,1968,13,3,4,1,3,448.0,896.0,1,3,1,5,1182,960,2,1,4,1,4,8,1,1.0,509.0,3,0,0
110000,5,13560,4,0,2,6,3,1968,1968,14,3,3,1,1,0.0,1392.0,1,4,1,5,1392,0,1,0,2,1,3,5,1,2.0,576.0,3,0,0
104900,5,12513,4,0,0,4,4,1920,2007,13,3,4,0,1,0.0,715.0,1,4,1,5,1281,457,2,0,4,1,3,7,1,1.0,368.0,3,55,0
150000,5,8760,4,0,2,5,7,1956,1956,14,4,3,1,5,856.0,1169.0,1,3,1,5,1144,0,1,0,3,1,3,6,1,1.0,286.0,3,257,0
156500,5,8400,4,0,2,6,3,1957,1957,3,3,3,1,5,189.0,1478.0,1,4,1,5,1478,0,1,1,3,1,3,6,1,2.0,442.0,3,114,0
176000,5,12285,4,0,2,7,6,1960,1960,9,3,3,1,4,544.0,1329.0,1,4,1,5,1329,0,1,1,3,1,3,5,1,2.0,441.0,3,0,0
149500,5,9240,4,0,2,6,8,1959,1998,8,4,3,1,5,708.0,988.0,1,3,1,5,988,0,2,0,3,1,4,6,1,1.0,297.0,3,156,0
139000,5,9600,4,0,2,6,6,1958,1988,14,3,3,1,3,620.0,1240.0,1,4,1,5,1632,0,2,0,3,1,3,6,1,1.0,338.0,3,289,3
155000,5,12400,4,0,2,6,7,1958,1998,14,3,3,1,3,585.0,1215.0,1,3,1,4,1215,0,1,0,3,1,3,6,1,1.0,297.0,3,0,0
120000,5,8750,4,0,2,5,5,1956,1956,3,3,3,1,3,435.0,1202.0,1,3,1,5,1202,0,1,0,3,1,3,6,1,1.0,304.0,3,0,2
153000,5,8750,4,0,2,5,5,1955,1955,0,3,3,1,3,172.0,1382.0,1,4,1,4,1382,0,1,0,3,1,4,6,1,1.0,350.0,3,280,2
144000,5,10400,4,0,2,4,5,1956,1956,9,3,3,1,3,155.0,1200.0,1,3,1,5,1200,0,1,0,3,1,3,6,1,1.0,294.0,3,0,0
176000,5,19296,4,0,7,6,5,1962,1962,14,3,3,1,3,672.0,1362.0,1,3,1,5,1382,0,1,0,3,1,3,6,1,2.0,884.0,3,0,2
153000,5,8532,4,0,2,5,6,1954,1990,14,3,3,1,3,1213.0,1297.0,1,4,1,5,1297,0,1,0,3,1,3,5,1,2.0,498.0,3,0,0
135000,5,9482,4,2,2,5,4,1958,1958,14,3,3,2,1,0.0,1866.0,1,5,1,5,1866,0,2,0,4,2,3,8,5,2.0,495.0,3,0,0
131000,5,8128,4,0,2,6,7,1954,1954,8,3,3,1,5,490.0,1062.0,1,4,1,5,1062,0,1,0,3,1,3,6,1,1.0,297.0,3,0,0
123000,5,10634,4,0,2,5,6,1953,1953,8,3,3,2,4,428.0,608.0,1,3,1,5,1319,0,1,0,3,1,3,5,1,1.0,270.0,3,66,2
126000,5,13070,4,0,2,5,5,1951,1951,8,3,3,1,3,308.0,631.0,1,3,1,4,1112,0,1,0,2,1,3,5,2,2.0,480.0,3,0,0
115000,5,10434,4,0,2,4,5,1955,1955,9,3,3,1,1,0.0,1005.0,1,3,1,5,1005,0,1,0,2,1,2,5,5,2.0,672.0,2,0,0
164900,5,14559,4,0,2,5,7,1951,2000,14,4,3,1,4,650.0,1008.0,1,5,1,5,1363,0,1,0,2,1,3,6,4,1.0,288.0,3,324,0
113000,5,8480,4,0,2,5,6,1945,1950,8,3,4,1,4,700.0,793.0,1,3,1,5,793,0,1,0,2,1,2,4,5,1.0,240.0,3,0,0
145500,5,7626,4,0,2,5,8,1952,2005,14,4,3,1,6,931.0,1031.0,1,4,1,5,1031,0,1,0,2,1,4,5,1,1.0,230.0,3,0,3
102900,5,9533,4,0,2,5,5,1953,1953,14,3,3,3,0,0.0,0.0,1,3,1,4,1210,0,1,1,2,1,3,7,1,1.0,616.0,3,208,3
95000,5,10615,4,1,5,3,5,1900,1970,6,3,3,1,4,440.0,978.0,1,3,1,5,1014,685,2,0,3,2,3,7,4,2.0,420.0,2,0,0
152500,5,11419,4,0,5,7,7,1948,1999,15,3,3,1,5,699.0,699.0,1,5,1,4,801,726,1,1,3,1,3,6,1,2.0,410.0,3,0,2
129900,5,9600,4,0,2,5,6,1950,1950,14,3,3,1,4,390.0,1200.0,1,3,1,5,1200,0,1,0,3,1,3,6,1,1.0,246.0,3,126,2
132000,5,8000,4,0,2,6,6,1948,2002,13,3,4,1,5,680.0,972.0,1,5,1,5,972,0,1,0,2,1,3,5,5,1.0,240.0,3,0,0
99900,5,5470,4,0,2,3,5,1958,1958,8,3,3,1,1,0.0,792.0,1,4,1,4,792,0,1,0,2,1,3,4,1,1.0,366.0,2,0,0
135000,5,10410,4,0,0,5,7,1916,1987,6,3,3,1,1,0.0,660.0,1,5,1,5,808,704,2,1,3,1,3,8,5,1.0,180.0,2,0,3
149000,5,10800,4,0,5,5,7,1939,2006,13,3,4,0,1,0.0,676.0,1,5,1,5,676,676,2,0,4,1,4,7,5,2.0,720.0,3,187,0
114000,5,8146,4,0,5,4,8,1900,2003,8,4,4,0,1,0.0,405.0,1,4,1,5,717,322,1,0,2,1,3,6,5,1.0,281.0,3,0,0
109500,5,9022,4,0,2,5,8,1924,2006,13,4,3,0,1,0.0,768.0,1,5,1,5,792,0,1,0,2,1,4,5,5,1.0,240.0,2,316,0
125000,5,10230,4,0,2,5,7,1925,1950,8,3,3,0,1,0.0,1054.0,1,5,1,5,1078,0,1,0,3,1,5,6,5,1.0,264.0,3,0,2
142900,5,10410,4,0,0,4,5,1915,1950,8,3,3,0,1,0.0,1313.0,1,3,1,5,1313,0,2,0,3,1,4,8,5,2.0,528.0,3,0,0
156500,5,7200,4,0,5,7,9,1910,2008,13,4,4,2,1,0.0,560.0,1,5,1,5,930,760,2,0,4,1,4,5,5,2.0,624.0,3,0,0
59000,5,5400,4,0,2,2,5,1940,1950,12,2,3,2,1,0.0,416.0,1,4,0,4,599,0,1,0,2,1,4,4,6,0.0,0.0,0,0,0
105000,5,5400,4,0,0,4,6,1920,1950,4,2,3,2,5,315.0,840.0,1,5,1,5,840,534,1,0,2,1,3,6,5,1.0,338.0,3,0,0
106000,5,10800,4,0,2,5,7,1920,1950,14,3,3,0,1,0.0,720.0,1,3,0,5,846,0,1,0,2,1,4,4,5,2.0,576.0,3,0,0
78500,5,10800,4,0,2,3,5,1890,1998,13,3,3,0,1,0.0,630.0,1,3,1,4,725,0,1,1,1,1,3,4,5,1.0,320.0,3,0,0
190000,5,9671,4,2,5,6,5,1969,1969,8,3,3,1,1,0.0,1248.0,1,3,1,5,1248,1296,2,2,6,2,3,12,1,3.0,907.0,3,0,0
154000,5,10143,4,0,2,6,7,1963,1963,6,3,3,1,3,384.0,1380.0,1,2,1,5,1380,0,1,1,3,1,3,6,1,1.0,364.0,3,0,2
163000,5,11500,4,0,2,6,4,1967,1967,6,2,3,1,4,872.0,1040.0,1,4,1,5,1040,0,1,0,3,1,3,6,1,2.0,480.0,3,0,3
200000,5,11643,4,2,5,5,5,1969,1969,8,3,3,1,2,500.0,1248.0,1,3,1,5,1338,1296,2,2,6,2,3,12,5,4.0,968.0,3,0,0
143500,5,8010,4,0,2,6,9,1958,2007,14,4,4,1,6,745.0,951.0,1,4,1,5,951,0,1,0,2,1,4,6,5,2.0,480.0,3,0,0
135000,5,10454,4,0,2,6,6,1957,1957,9,3,3,1,3,546.0,1105.0,1,4,1,4,1105,0,1,0,3,1,3,5,5,1.0,308.0,3,0,0
153000,5,8712,4,0,2,5,7,1957,2000,8,3,4,1,4,860.0,992.0,1,3,1,5,1306,0,1,0,2,1,3,5,5,1.0,756.0,3,0,0
