price,area,MS.Zoning,Lot.Area,Utilities,Neighborhood,Bldg.Type,House.Style,Overall.Qual,Overall.Cond,Year.Built,Year.Remod.Add,Exterior.1st,Exter.Qual,Exter.Cond,Foundation,BsmtFin.Type.1,BsmtFin.SF.1,Total.Bsmt.SF,Heating,Heating.QC,Central.Air,Electrical,Full.Bath,Half.Bath,Bedroom.AbvGr,Kitchen.AbvGr,Kitchen.Qual,TotRms.AbvGrd,Garage.Type,Garage.Cars,Garage.Area,Garage.Qual,Wood.Deck.SF,Fence
100000,1301,6,6911,4,3,0,2,5,5,1924,1950,14,3,3,2,2,405,1145,1,3,1,5,1,0,2,1,2,5,5,2,440,3,0,0
141500,1539,6,6120,4,3,0,0,5,6,1936,1950,14,3,2,0,1,0,927,1,3,1,5,1,1,3,1,3,5,5,2,576,3,112,3
133000,1573,6,6120,4,3,0,0,4,7,1935,1995,0,3,3,0,1,0,884,1,5,1,5,1,0,3,1,4,6,5,1,240,3,0,0
60000,800,6,6120,4,3,0,2,2,3,1936,1950,0,2,2,0,1,0,264,3,2,0,4,1,0,1,1,2,4,6,0,0,0,0,0
105000,875,6,6120,4,3,0,2,5,7,1931,1993,14,3,3,0,4,209,715,1,3,1,4,1,0,2,1,3,5,5,1,180,2,48,0
115000,995,6,6120,4,3,0,2,5,6,1925,1999,8,3,3,0,1,0,960,1,4,1,5,1,0,2,1,3,5,5,1,264,3,0,3
150000,1582,6,6120,4,3,0,0,5,6,1938,1950,14,3,3,0,2,273,952,1,3,1,4,2,0,3,1,3,6,5,1,250,2,189,0
126500,1072,6,8635,4,3,0,2,5,5,1925,1950,14,3,2,0,2,134,1072,1,3,1,5,1,0,2,1,3,5,5,5,1184,2,0,0
214500,2134,5,11888,4,3,0,4,6,6,1916,1994,14,3,3,0,1,0,844,1,4,0,4,2,0,5,1,4,10,5,2,441,3,0,0
167500,2019,5,11414,4,3,0,5,7,8,1910,1993,6,3,4,0,1,0,728,1,3,0,5,1,0,3,1,4,8,5,2,532,3,509,4
155000,1768,6,8094,4,20,0,5,6,6,1915,1950,8,3,3,2,1,0,1048,1,4,1,4,2,0,3,1,3,8,5,2,576,2,0,0
155000,1826,6,2500,4,20,0,5,7,8,1915,2005,12,4,3,2,5,299,910,1,5,1,5,1,1,4,1,5,7,1,1,164,2,0,0
179900,1944,6,9928,4,20,0,5,7,8,1915,1994,14,3,4,0,1,0,672,1,2,1,5,2,0,3,1,3,8,5,1,216,3,24,0
104000,2229,6,5520,4,20,0,3,6,6,1912,1950,14,3,3,1,1,0,755,1,5,1,5,1,0,5,1,3,8,6,0,0,0,0,3
62500,2128,6,3000,4,20,2,5,5,1,1922,1950,8,3,3,0,1,0,1040,1,3,0,5,2,0,4,2,3,11,6,0,0,0,0,0
149000,1930,6,6876,4,11,0,5,6,5,1927,1950,9,3,3,1,4,522,720,1,2,1,5,2,0,4,1,3,8,1,1,316,3,0,3
103000,1208,6,6240,4,11,0,0,4,5,1925,1950,8,3,3,1,4,152,780,1,3,1,4,1,0,2,1,3,5,5,2,539,3,0,0
123000,1427,6,5775,4,20,0,5,6,7,1915,2002,14,3,3,0,1,0,483,1,5,1,5,1,0,3,1,4,7,1,1,379,3,0,0
97500,1864,6,5852,4,20,1,4,7,5,1902,2000,8,3,2,0,3,169,1020,1,3,0,3,2,1,6,1,3,9,6,0,0,0,0,0
135000,1666,6,5160,4,11,0,0,6,6,1927,1950,8,3,2,0,1,0,1204,1,3,1,4,1,0,3,1,3,4,5,1,384,2,0,0
70000,892,6,5160,4,11,0,6,4,6,1923,1950,8,3,4,2,4,749,858,1,3,1,5,1,0,1,1,4,5,6,0,0,0,0,0
116000,1403,6,10320,4,11,1,5,6,7,1915,1965,8,3,4,1,3,276,698,1,5,1,3,1,1,3,1,3,7,5,1,308,3,0,0
88750,704,5,4280,4,22,0,2,4,9,1946,2001,8,3,4,1,1,0,560,1,5,1,4,1,0,2,1,2,4,4,1,220,3,0,0
179000,1200,5,10800,4,7,2,2,5,5,1987,1988,9,3,3,1,6,1200,1200,1,3,1,5,3,0,3,1,3,5,6,0,0,0,120,0
179000,1200,5,10800,4,7,2,2,5,5,1987,1988,9,3,4,1,6,1200,1200,1,3,1,5,3,0,3,1,3,5,6,0,0,0,120,0
159900,1152,5,10547,4,7,2,6,5,5,1978,1978,9,3,3,2,6,1152,1152,1,3,1,5,2,0,2,2,3,6,5,1,252,3,0,0
61000,904,5,10020,4,7,0,2,1,1,1922,1950,14,2,2,0,4,350,683,1,4,0,4,0,1,1,1,2,4,6,0,0,0,0,0
103600,1369,4,6629,4,7,0,5,6,6,1925,1950,14,3,4,0,4,551,672,1,3,0,5,2,0,3,1,3,6,5,1,300,3,147,0
63000,1112,5,9780,4,7,0,0,5,3,1934,1950,8,3,3,2,1,0,585,1,3,0,4,2,0,4,1,3,6,5,1,226,1,0,0
175000,1464,5,12886,4,22,0,7,5,6,1963,1999,6,3,3,1,5,444,520,1,5,1,5,2,0,3,1,3,6,1,2,480,3,302,0
139000,1121,5,8816,4,22,0,2,5,6,1963,1963,13,3,3,2,3,651,1121,1,3,1,5,1,0,3,1,3,5,5,2,480,3,0,3
172500,1683,5,11184,4,22,0,5,6,5,1978,1978,6,3,3,1,2,226,918,1,4,1,5,2,1,3,1,3,7,1,2,440,3,243,0
113500,1052,5,11625,4,22,0,2,5,6,1967,1967,6,3,3,1,4,527,1052,1,3,1,5,1,1,3,1,3,6,1,1,668,3,0,0
130000,899,5,7800,4,22,0,2,5,7,1967,2004,6,3,3,2,5,450,864,1,5,1,5,1,0,3,1,4,5,1,1,288,3,64,3
149900,1034,5,8014,4,22,0,6,6,5,1978,1978,9,3,3,1,6,456,456,1,3,1,5,1,0,3,1,3,5,2,2,504,3,0,0
134900,858,5,7252,4,22,0,6,5,5,1982,1982,14,3,3,1,6,685,858,1,3,1,5,1,0,2,1,3,5,5,2,576,3,120,0
137000,860,5,8740,4,22,0,6,5,6,1982,1982,6,3,3,1,5,672,840,1,3,1,5,1,0,2,1,3,4,5,2,528,3,0,0
139000,1092,5,11616,4,22,0,2,5,5,1962,1962,14,3,3,1,2,170,1092,1,3,1,5,1,0,3,1,3,6,1,1,288,3,0,0
165000,1774,5,15400,4,22,0,7,5,5,1961,1961,6,3,3,1,1,0,552,1,3,1,5,2,0,4,1,3,8,1,1,384,3,290,0
148000,1138,5,15312,4,22,0,7,6,5,1960,1960,14,3,3,1,4,588,1138,1,5,1,5,1,0,3,1,3,6,1,2,480,3,0,3
165000,2071,5,15584,4,4,0,7,5,5,1956,1956,14,3,3,1,1,0,825,1,5,1,5,1,1,4,1,3,9,1,1,336,3,131,0
63900,660,5,9000,4,22,0,2,2,2,1947,1950,14,3,3,3,0,0,0,1,2,0,5,1,0,2,1,2,5,6,0,0,0,0,0
161500,1788,5,11250,4,4,0,0,4,5,1957,1989,14,3,3,1,1,0,1104,1,5,1,4,1,0,5,1,3,8,1,1,304,3,120,0
143000,1473,5,25095,4,4,0,2,5,8,1968,2003,14,3,3,1,6,1324,1437,1,5,1,5,1,0,1,1,5,5,1,1,452,3,0,0
135000,1229,5,17140,4,7,0,2,4,6,1956,1956,13,3,3,1,5,1059,1134,1,5,1,4,1,0,3,1,3,6,1,1,284,3,0,0
82500,861,5,12342,4,7,0,2,4,5,1940,1950,13,3,3,1,4,262,861,1,5,1,5,1,0,1,1,3,4,5,2,539,3,158,0
190000,1867,5,10708,4,4,0,2,5,5,1955,1993,14,4,3,1,2,379,1617,1,5,1,4,1,0,2,1,3,7,1,1,303,3,476,2
139600,1733,5,13680,4,7,0,2,3,5,1955,1955,3,3,3,3,0,0,0,1,5,1,4,2,0,4,1,3,8,1,2,452,3,0,0
122000,1383,5,15635,4,7,0,2,4,5,1954,1954,13,3,3,1,0,0,0,1,3,1,5,1,0,2,1,3,6,1,2,498,2,0,0
127500,1689,5,9855,4,7,0,2,6,5,1956,1956,14,3,3,1,1,0,1436,1,2,1,5,1,0,3,1,3,7,1,2,480,3,0,3
121500,1073,5,9571,4,7,0,2,5,5,1956,1956,8,3,3,1,3,257,1073,1,3,1,4,1,0,2,1,3,5,1,1,340,3,0,4
60000,1276,5,9571,4,7,0,2,5,3,1958,1958,2,3,2,1,1,0,1276,1,3,1,4,1,0,3,1,3,5,1,1,350,3,0,0
154400,1639,5,9350,4,7,0,5,6,7,1946,1950,8,3,3,1,4,342,747,1,5,1,5,1,1,3,1,4,6,5,1,240,3,0,0
113000,672,5,9340,4,7,0,2,4,6,1941,1950,8,3,3,1,3,344,672,1,3,1,5,1,0,2,1,3,4,1,1,234,3,0,0
125000,1089,5,7440,4,7,0,2,5,6,1954,1954,14,3,3,1,4,173,1089,2,3,1,5,1,0,3,1,3,5,5,1,252,3,328,3
84000,845,5,11500,4,7,0,2,4,3,1957,1957,14,3,4,3,0,0,0,1,5,0,5,1,0,3,1,3,5,5,1,290,3,186,0
139500,1049,5,4235,4,7,4,2,5,5,1984,1984,6,4,3,1,6,552,1049,1,3,1,5,2,0,2,1,4,5,1,1,266,3,0,0
131000,1716,5,11409,4,7,0,0,5,4,1949,2008,14,3,3,1,2,292,768,1,4,1,5,1,1,3,1,3,8,1,1,281,3,0,0
105000,1258,5,9060,4,7,0,0,6,5,1939,1950,15,3,3,0,3,204,560,1,3,1,5,1,0,2,1,3,6,5,1,280,3,0,3
108000,1510,5,9084,4,7,0,5,4,5,1940,1950,8,3,3,1,1,0,755,1,3,1,5,1,0,4,1,3,7,5,1,296,2,120,3
162000,1061,5,10778,4,23,0,7,7,6,1990,1991,6,4,3,2,6,460,1054,1,4,1,5,1,1,1,1,4,4,1,2,462,3,114,0
156500,1338,5,19255,4,23,0,7,6,5,1983,1983,14,4,3,1,3,70,520,1,4,1,5,1,1,2,1,4,5,1,2,576,3,0,0
316600,2132,5,12327,4,23,0,0,8,8,1983,2009,14,4,3,1,6,1441,1496,1,5,1,5,1,1,1,1,4,5,3,2,612,4,349,0
271900,2196,5,14684,4,23,0,2,7,7,1990,1991,6,4,3,1,5,485,2158,1,4,1,5,2,0,3,1,4,7,1,3,701,3,84,0
213000,1775,5,9317,4,23,0,5,7,5,1993,1993,6,4,3,2,5,513,740,1,5,1,5,2,1,3,1,4,7,1,2,425,3,234,0
239900,1879,5,10560,4,23,0,5,7,5,1993,1994,13,4,4,2,6,474,1079,1,5,1,5,2,1,3,1,4,8,1,2,473,3,400,3
239500,2020,5,9828,4,23,0,5,8,5,1995,1995,13,4,3,2,6,584,1128,1,5,1,5,2,1,3,1,4,8,1,2,466,3,0,0
131000,2016,5,26400,4,23,0,5,5,7,1880,2007,6,4,3,2,0,0,0,1,5,1,5,1,0,4,1,3,7,1,2,576,3,0,0
118964,1535,5,7018,4,23,2,2,5,5,1979,1979,6,3,2,3,0,0,0,1,3,1,5,2,0,4,2,3,8,1,2,410,3,0,0
153337,1224,5,7018,4,23,2,6,5,5,1979,1979,9,3,3,1,6,1086,1086,1,3,1,5,0,2,2,2,3,6,5,2,528,3,120,0
147983,2228,5,7018,4,23,2,5,5,5,1979,1979,6,3,3,3,0,0,0,1,3,1,5,2,0,6,2,3,8,5,2,720,3,73,0
118858,1535,5,7018,4,23,2,2,5,5,1979,1979,6,3,3,3,0,0,0,1,3,1,5,2,0,4,2,3,8,1,2,400,3,0,4
118858,1535,5,7018,4,23,2,2,5,5,1979,1979,9,3,3,3,0,0,0,1,3,1,5,2,0,4,2,3,8,1,2,400,3,0,0
142953,2240,5,7018,4,23,2,5,5,5,1979,1979,9,3,3,3,0,0,0,1,3,1,5,2,0,6,2,3,12,5,2,528,3,154,0
148325,1229,5,7040,4,23,2,6,5,5,1979,1979,9,3,3,1,6,1094,1094,1,3,1,5,0,2,2,2,4,6,5,2,672,3,120,0
113722,1513,5,7007,4,23,2,2,5,5,1979,1979,6,3,3,3,0,0,0,1,3,1,5,2,0,4,2,3,8,1,2,400,3,0,0
269500,2787,5,11855,4,23,2,5,7,5,2000,2000,13,3,3,2,6,820,1168,1,5,1,5,4,2,6,2,3,8,3,4,820,3,312,0
269500,2787,5,7939,4,23,2,5,7,5,2000,2000,13,3,3,2,6,820,1168,1,5,1,5,4,2,6,2,3,8,3,4,820,3,312,0
269500,2787,5,7976,4,23,2,5,7,5,2000,2000,13,3,3,2,6,820,1168,1,5,1,5,4,2,6,2,3,8,3,4,820,3,312,0
323262,1680,5,10933,4,5,0,2,9,5,2009,2009,13,5,3,2,6,1021,1555,1,5,1,5,1,1,1,1,5,8,1,3,1138,3,185,0
297000,1718,5,10637,4,5,0,2,8,5,2007,2008,13,4,3,2,6,1288,1705,1,5,1,5,2,0,3,1,4,7,1,3,826,3,208,0
295493,1630,5,10226,4,5,0,2,8,5,2008,2008,13,4,3,2,1,0,1622,1,5,1,5,2,0,3,1,5,8,1,3,860,3,172,0
332000,1720,5,10816,4,5,0,2,9,5,2008,2008,13,5,3,2,6,1104,1720,1,5,1,5,2,0,3,1,5,8,1,3,846,3,208,0
239900,1468,5,9178,4,5,0,2,8,5,2008,2008,13,4,3,2,1,0,1468,1,5,1,5,2,0,3,1,4,6,1,3,904,3,192,0
212000,1768,5,10769,4,5,0,5,8,5,2007,2007,13,4,3,2,6,20,866,1,5,1,5,2,1,3,1,4,7,1,2,578,3,144,0
272500,1838,5,11422,4,5,0,2,8,5,2007,2008,13,4,3,2,6,1359,1838,1,5,1,5,2,0,3,1,4,7,1,2,524,3,154,0
239000,1800,5,11923,4,5,0,2,9,5,2007,2007,13,4,3,2,1,0,1800,1,5,1,5,2,0,2,1,5,7,1,2,702,3,288,0
220000,1604,5,8814,4,5,0,2,7,5,2006,2006,13,4,3,2,6,1334,1604,1,5,1,5,2,1,3,1,4,8,1,2,660,3,123,0
200000,1290,5,6762,4,5,0,2,7,5,2007,2007,13,4,3,2,6,902,1282,1,5,1,5,2,0,2,1,4,6,1,2,662,3,168,0
221800,1254,5,10324,4,5,0,2,8,5,2008,2008,13,4,3,2,6,872,1254,1,5,1,5,2,0,2,1,4,5,1,3,810,3,168,0
194500,1232,5,7314,4,5,0,2,7,5,2007,2007,13,4,3,2,6,724,1232,1,5,1,5,2,0,2,1,4,6,1,2,632,3,132,0
237000,1498,5,11645,4,5,0,2,8,5,2005,2006,13,4,3,2,6,24,1498,1,5,1,5,2,0,3,1,4,7,1,3,844,3,144,0
173000,1422,5,11646,4,5,0,5,6,5,2005,2006,13,4,3,2,1,0,704,1,5,1,5,2,1,3,1,4,7,1,2,440,3,36,0
275000,1644,5,12800,4,23,0,7,7,5,1989,1989,14,4,3,2,6,1518,1518,1,4,1,5,2,0,2,1,4,5,1,2,569,3,80,0
233500,1759,5,16698,4,4,0,5,7,5,1992,1993,13,4,3,2,6,800,1449,1,4,1,5,2,1,3,1,4,7,1,2,525,3,150,0
185000,2126,5,28698,4,4,0,5,5,5,1967,1967,9,3,3,2,2,249,1013,1,3,1,5,2,1,3,1,3,7,1,2,538,3,486,0
152000,1040,5,12464,4,5,0,2,5,5,1996,1996,13,3,4,2,6,732,1040,1,4,1,5,1,0,3,1,4,6,5,2,576,3,168,4
143000,990,5,9757,4,5,0,2,5,7,1994,1994,13,3,4,2,5,755,990,1,5,1,5,1,0,3,1,3,5,1,1,440,3,66,0
231500,1764,5,15426,4,5,0,5,6,5,1997,1997,13,3,3,2,6,821,928,1,5,1,5,2,1,3,1,4,7,1,2,470,3,276,3
212000,1661,5,10667,4,5,0,5,7,6,1996,1996,13,4,3,2,6,385,799,1,5,1,5,2,1,3,1,4,6,1,2,550,3,158,0
207000,1463,5,14753,4,5,0,2,7,5,1998,1998,13,3,3,2,6,950,1463,1,5,1,5,2,0,3,1,3,5,1,2,539,3,0,4
145000,1097,5,10859,4,5,0,2,5,5,1994,1995,13,3,3,2,1,0,1097,1,5,1,5,1,1,3,1,3,6,1,2,672,3,392,0
138000,990,5,8072,4,5,0,2,5,5,1994,1995,13,3,4,2,5,746,990,1,5,1,5,1,0,3,1,3,5,5,2,480,3,0,0
197900,1779,5,10400,4,5,0,5,7,5,1998,1998,13,3,3,2,1,0,866,1,5,1,5,2,1,3,1,4,6,1,2,546,3,198,0
204000,1501,5,10335,4,5,0,2,7,5,1999,1999,13,4,3,2,6,679,1490,1,5,1,5,2,0,3,1,4,6,1,2,577,3,144,0
192000,1431,5,9017,4,5,0,2,7,5,1999,1999,13,4,3,2,6,560,1431,1,5,1,5,2,0,3,1,4,6,1,2,666,3,0,0
200000,1772,5,8750,4,5,0,5,6,5,1998,1998,13,3,3,2,6,606,928,1,5,1,5,2,1,3,1,3,7,1,2,492,3,150,0
195000,1660,5,8935,4,5,0,5,7,5,2002,2002,13,4,3,2,1,0,831,1,5,1,5,2,1,3,1,4,7,1,2,493,3,144,0
227000,1573,5,9808,4,5,0,2,7,5,2002,2002,13,4,3,2,6,788,1573,1,5,1,5,2,0,3,1,4,6,1,2,544,3,0,0
230000,1840,5,12420,4,5,0,5,7,5,2001,2001,13,4,3,2,6,666,944,1,5,1,5,2,1,3,1,4,6,1,2,622,3,0,0
187100,1430,5,16285,4,5,0,2,7,5,2001,2002,13,4,3,2,1,0,1413,1,5,1,5,2,0,3,1,4,6,1,2,605,3,0,0
203000,1444,5,10739,4,5,0,2,7,5,2002,2001,13,4,3,2,6,1259,1431,1,5,1,5,2,0,3,1,4,6,1,2,577,3,144,0
201000,1492,5,11166,4,5,0,2,7,5,2001,2001,13,4,3,2,6,24,1492,1,5,1,5,2,0,3,1,4,6,1,2,608,3,0,0
124000,1040,5,8430,4,5,0,2,5,5,1978,1978,6,3,3,1,3,616,1040,1,3,1,5,2,0,3,1,3,5,6,0,0,0,0,0
140000,907,5,16269,4,5,0,2,5,5,1978,1978,8,3,3,0,6,625,907,1,3,1,5,1,0,3,1,3,5,1,1,343,3,72,3
134900,914,5,6950,4,5,0,2,5,7,1979,1979,6,3,3,1,5,710,914,1,3,1,5,1,0,2,1,3,5,1,2,444,3,0,0
150500,1040,5,8800,4,5,0,2,5,7,1977,2008,6,3,3,1,2,532,1040,1,3,1,5,2,0,3,1,4,5,5,2,484,3,0,0
136500,864,5,7000,4,5,0,2,5,8,1978,2005,13,4,4,1,5,646,864,1,5,1,5,1,0,3,1,3,6,1,1,336,3,0,2
143500,1268,5,9286,4,5,0,2,5,7,1977,1989,6,3,3,1,5,196,1268,1,3,1,5,1,1,3,1,4,5,5,1,252,3,173,0
133500,864,5,15523,4,5,0,2,5,6,1972,1972,6,3,3,1,4,460,864,1,5,1,5,1,0,3,1,3,5,1,1,338,3,0,0
123000,894,5,7200,4,5,0,2,5,5,1972,1972,8,3,3,1,3,777,894,1,3,1,5,1,0,2,1,3,6,5,2,600,3,215,0
133900,768,5,7200,4,5,0,6,5,8,1972,2003,15,3,4,1,6,660,768,1,4,1,5,1,0,2,1,3,5,5,1,396,3,192,3
133000,768,5,8445,4,5,0,6,5,7,1972,2007,6,3,3,1,6,656,768,1,3,1,5,1,0,2,1,3,5,5,2,396,3,58,3
250000,1611,5,11664,4,5,0,2,7,5,2002,2002,13,4,3,2,6,1234,1569,1,5,1,5,2,0,3,1,4,6,1,3,1231,3,262,0
254750,2184,5,12334,4,5,0,5,8,5,2003,2003,13,4,3,2,1,0,1068,1,5,1,5,2,1,4,1,4,8,3,2,570,3,192,0
236500,1788,5,11838,4,5,0,2,8,5,2001,2001,13,4,3,2,1,0,1753,1,5,1,5,2,0,3,1,5,7,1,2,522,3,202,0
261500,1872,5,11885,4,5,0,5,8,5,2001,2001,13,4,3,2,6,990,1299,1,5,1,5,2,1,3,1,5,7,3,2,531,3,160,0
313000,2153,5,11050,4,5,0,5,9,5,2000,2000,13,4,3,2,6,904,1440,1,5,1,5,2,1,3,1,5,8,1,3,736,3,253,0
198500,1725,5,8749,4,5,0,5,7,5,2002,2002,13,4,3,2,1,0,840,1,5,1,5,2,1,3,1,4,6,1,2,550,3,0,0
211000,1870,5,11250,4,5,0,5,7,5,2001,2001,13,4,3,2,1,0,944,1,5,1,5,2,1,3,1,4,6,1,2,608,3,256,0
220000,1513,5,15750,4,5,0,2,8,5,1999,2000,13,4,3,2,6,1246,1462,1,5,1,5,2,0,2,1,4,5,1,2,521,3,135,0
203000,1504,5,11883,4,5,0,2,7,5,1996,1996,13,4,3,2,6,690,1504,1,5,1,5,2,0,3,1,4,6,1,2,478,3,115,0
279500,1828,5,12782,4,5,0,2,8,5,2002,2003,6,4,3,2,6,1360,1822,1,5,1,5,2,0,3,1,4,7,1,2,523,3,194,0
210000,1417,5,8750,4,5,0,2,7,5,1997,1998,13,4,3,2,6,1111,1417,1,5,1,5,2,0,3,1,4,7,1,2,511,3,60,0
219500,2034,5,9375,4,5,0,5,7,5,1997,1998,13,3,3,2,6,739,1057,1,5,1,5,2,1,3,1,4,8,1,2,645,3,576,4
191000,1716,5,8750,4,5,0,5,7,5,1996,1996,13,4,3,2,1,0,880,1,5,1,5,2,1,2,1,4,7,1,2,512,3,0,0
178000,1212,5,9100,4,5,0,2,7,5,2001,2001,13,4,3,2,1,0,1212,1,5,1,5,2,0,3,1,4,6,1,2,573,3,356,0
213000,1630,5,9750,4,5,0,2,7,5,2000,2001,13,4,3,2,1,0,1630,1,5,1,5,2,0,3,1,4,6,1,2,451,3,74,0
144000,848,6,4435,4,5,4,2,6,5,2003,2004,13,4,3,2,6,685,848,1,5,1,5,1,0,1,1,4,4,1,2,420,3,140,0
140000,848,6,4435,4,5,4,2,6,5,2003,2003,13,4,3,2,6,685,848,1,5,1,5,1,0,1,1,4,4,1,2,420,3,140,0
293200,1602,5,10200,4,5,0,2,8,5,2007,2007,13,4,3,2,6,1478,1578,1,5,1,5,2,0,3,1,4,7,1,3,810,3,0,0
190000,1728,5,9313,4,5,0,5,7,5,2004,2004,13,4,3,2,1,0,864,1,5,1,5,2,1,3,1,4,7,1,2,572,3,187,0
190000,1500,5,8487,4,5,0,2,7,5,2004,2004,13,4,3,2,6,20,1500,1,5,1,5,2,0,3,1,4,6,1,2,570,3,192,0
173500,1476,5,8633,4,5,0,5,6,5,2005,2005,13,4,3,2,6,193,738,1,5,1,5,2,1,3,1,4,7,1,2,540,3,100,0
170000,1396,5,11069,4,5,0,5,6,5,2007,2007,13,4,3,2,1,0,608,1,5,1,5,2,1,3,1,4,6,3,2,440,3,100,0
108000,1126,5,8777,4,7,0,2,4,5,1949,2003,13,3,3,1,0,0,0,1,5,1,5,2,0,2,1,4,5,5,2,520,3,0,3
167000,1486,5,9937,4,7,0,2,5,7,1964,1999,8,3,4,2,4,637,1486,1,5,1,5,1,0,3,1,3,7,5,2,480,3,0,3
100000,816,5,8877,4,7,0,2,4,6,1938,1958,8,3,3,1,5,690,816,1,5,1,5,1,0,2,1,3,3,5,1,288,2,0,0
198500,1922,5,7301,4,7,0,6,7,5,2003,2003,6,4,3,3,0,0,0,1,5,1,5,3,0,4,1,4,7,3,2,672,3,0,0
159500,1426,5,7950,4,7,0,5,6,6,1977,1977,6,3,3,1,4,535,690,1,3,1,5,1,1,3,1,3,6,1,2,440,3,252,3
127000,1149,5,10682,4,7,0,2,4,6,1960,1971,6,3,3,1,6,399,1014,1,3,1,5,1,0,3,1,3,7,0,1,544,3,0,3
125000,1125,5,7200,4,7,0,7,6,6,1976,1976,8,3,3,1,5,631,1041,1,5,1,5,1,0,3,1,3,6,5,1,352,3,296,2
320000,1698,5,13286,4,7,0,2,9,5,2007,2008,5,5,3,2,6,1234,1698,1,5,1,5,2,0,3,1,5,8,1,3,768,3,327,0
145500,1072,6,3675,4,7,4,6,6,5,2005,2006,13,3,3,5,6,547,547,1,4,1,5,1,0,2,1,3,5,2,2,525,3,0,0
118000,698,5,9405,4,7,0,2,5,9,1947,2008,13,3,5,1,1,0,698,1,5,1,5,1,0,2,1,3,4,6,0,0,0,0,0
85000,876,5,6410,4,7,0,2,4,5,1959,1959,0,3,3,1,2,332,876,1,3,1,4,1,0,3,1,3,5,5,1,320,3,0,3
120000,1368,5,11767,4,7,0,2,5,5,1950,1950,8,3,3,1,3,1078,1078,1,3,1,4,1,0,3,1,3,6,1,1,195,3,0,0
98000,1529,5,8405,4,7,0,0,4,3,1945,1950,15,3,3,3,0,0,0,5,3,0,3,2,0,4,1,3,9,5,1,240,3,92,0
99900,864,5,4060,4,7,0,2,5,8,1922,1950,14,3,3,2,1,0,864,1,5,1,5,1,0,2,1,3,4,6,0,0,0,0,0
82000,944,5,10206,4,7,0,2,3,3,1952,1952,2,3,3,3,0,0,0,2,2,0,3,1,0,2,1,2,4,5,2,528,3,0,0
119900,1678,5,10926,4,7,2,2,5,5,1959,1959,13,3,3,1,1,0,1678,1,3,1,5,2,0,6,2,3,10,6,0,0,0,0,0
103500,1560,5,11767,4,7,0,2,5,5,1956,1956,6,3,3,1,3,546,1150,1,5,1,5,1,0,2,1,3,7,1,1,313,3,0,0
112000,960,5,8926,4,7,0,2,4,3,1956,1956,0,3,3,1,1,0,672,1,5,1,4,1,0,3,1,3,5,2,1,288,3,64,3
110000,1196,5,12354,4,7,0,0,6,8,1920,2000,14,3,3,0,1,0,684,1,4,1,5,1,0,3,1,4,7,5,2,528,3,0,4
122000,1298,5,8212,4,7,0,0,5,6,1941,1950,14,3,3,1,3,626,720,1,5,1,5,1,0,3,1,3,6,5,1,256,3,84,0
117000,1604,5,10998,4,7,0,0,5,5,1941,1960,14,3,3,1,2,408,984,1,5,1,5,2,0,3,1,3,6,5,2,660,3,0,0
160000,1268,4,6300,4,21,0,0,5,4,1938,1950,8,3,3,2,2,832,832,1,3,1,5,1,1,3,1,3,7,2,1,250,3,0,0
159434,1520,4,4500,4,21,0,0,5,5,1932,2000,13,3,3,0,3,182,793,1,5,1,5,1,0,3,1,3,6,5,1,281,3,0,0
60000,438,5,8400,4,21,0,2,2,5,1920,1950,14,3,3,1,3,290,290,1,3,0,3,1,0,1,1,2,3,5,1,246,3,0,0
139500,1489,5,9900,4,21,0,0,6,7,1940,1950,13,3,3,0,1,0,778,1,3,1,5,2,0,3,1,3,7,5,1,240,3,335,2
197000,3082,5,15863,4,21,0,3,7,3,1920,1970,14,3,3,0,6,523,824,1,5,1,5,2,1,5,1,3,12,2,2,672,3,136,0
105000,1242,5,5707,4,21,0,5,6,6,1935,1950,14,3,3,0,1,0,583,1,4,1,3,1,1,3,1,3,6,5,1,180,2,329,0
135000,1981,5,7804,4,21,0,0,4,3,1928,1950,15,3,3,0,4,622,1122,1,3,1,5,2,0,4,1,4,7,5,2,576,3,431,3
147500,1232,5,8574,4,6,0,2,6,8,1916,2000,12,4,3,0,1,0,816,1,5,1,5,1,0,3,1,4,6,5,2,440,3,0,0
137450,1608,5,6171,4,21,0,0,6,6,1925,1990,15,3,3,0,4,264,976,1,5,1,5,2,1,3,1,4,7,5,1,216,2,147,3
155000,1135,5,7200,4,21,0,5,7,9,1936,2007,14,4,4,2,5,350,560,1,5,1,5,1,0,3,1,4,6,5,2,576,3,256,3
177000,1913,5,7558,4,6,0,0,6,6,1928,1950,3,3,3,0,1,0,896,1,4,1,5,1,1,3,1,3,9,5,2,342,2,0,0
145000,1477,5,6292,4,21,0,0,7,7,1928,1950,14,3,3,0,1,0,861,1,4,1,5,2,0,3,1,3,6,5,1,216,3,0,0
137000,1228,5,7155,4,6,0,5,7,8,1918,1990,14,3,3,0,1,0,600,1,5,1,5,1,0,3,1,3,6,5,1,215,2,0,3
234000,2080,5,10918,4,6,0,5,7,9,1926,2004,8,4,3,0,1,0,1276,1,5,1,5,1,1,3,1,4,9,5,1,282,3,0,3
205000,1567,5,13680,4,6,0,0,5,6,1940,1950,14,3,3,1,5,728,840,1,5,1,5,1,1,2,1,3,6,5,2,440,3,0,4
177500,1494,5,7500,4,6,0,5,6,7,1942,1950,14,3,3,1,4,547,771,1,2,1,5,1,0,3,1,4,7,1,1,213,3,0,0
